code,country,year,subject,level,sourcetest,n_res,hlo,hlo_se,hlo_m,hlo_m_se,hlo_f,hlo_f_se,region,incomegroup
HKG,"Hong Kong, SAR China",2009,science,sec,PISA,1,562.42664,2.5703051,563.47168,2.6130433,561.25183,2.6665795,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2011,math,pri,TIMSS,1,601.60876,3.4138808,604.43713,3.9052255,598.26208,3.2395673,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2011,math,sec,TIMSS,1,585.56635,3.8092318,582.76135,4.3466392,588.43945,4.9743166,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2011,reading,pri,PIRLS,1,570.5426,2.2502861,563.04205,2.521904,579.41602,2.347054,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2011,science,pri,TIMSS,1,534.94763,3.7865162,537.52948,4.2733574,531.89264,3.6298594,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2011,science,sec,TIMSS,1,535.05865,3.3821228,534.23694,3.6813176,535.90033,4.4594874,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2012,math,sec,PISA,1,576.23749,3.5511878,582.83282,3.6788578,568.58124,3.5119901,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2012,reading,sec,PISA,1,544.6001,2.7881737,532.83496,3.833148,558.25775,3.3273835,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2012,science,sec,PISA,1,567.54346,2.4411879,570.16821,2.538414,564.49634,2.6294656,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2015,math,pri,TIMSS,1,614.51971,2.9146948,619.15674,2.899761,609.02142,3.8689187,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2015,math,sec,TIMSS,1,594.25287,4.5395646,596.76776,5.9022508,591.47223,4.6764026,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2015,reading,sec,PISA,1,526.67535,2.6885087,512.71136,3.4108386,540.98444,3.6042314,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2015,science,pri,TIMSS,1,556.54718,2.9565659,560.9646,3.2533278,551.30927,3.8876896,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2015,science,sec,TIMSS,1,545.76038,3.9504056,550.56946,4.8407602,540.44293,4.3338318,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2016,reading,pri,PIRLS,1,568.58331,2.7648044,564.1803,3.1595433,573.19885,2.9119287,East Asia & Pacific,High income
HND,Honduras,2008,reading,pri,EGRA,1,449.35596,4.0298014,443.86334,4.209147,454.2493,3.9305477,Latin America & Caribbean,Lower middle income
HND,Honduras,2011,math,pri,TIMSS,1,396.44565,5.5288253,402.80316,5.825541,390.44299,5.8932471,Latin America & Caribbean,Lower middle income
HND,Honduras,2011,math,sec,TIMSS,1,337.9823,3.7272494,350.79599,4.1002331,327.55615,4.1379061,Latin America & Caribbean,Lower middle income
HND,Honduras,2011,reading,pri,PIRLS,1,449.56445,4.8321252,443.50882,4.9809637,455.29898,5.4878702,Latin America & Caribbean,Lower middle income
HND,Honduras,2011,science,pri,TIMSS,1,432.30872,5.8203316,436.15741,6.2963223,428.67487,6.0637026,Latin America & Caribbean,Lower middle income
HND,Honduras,2011,science,sec,TIMSS,1,368.76544,3.9842908,380.06772,4.0921879,359.56909,4.6491046,Latin America & Caribbean,Lower middle income
HND,Honduras,2013,math,pri,LLECE,1,359.07849,5.8224831,354.15512,5.9199314,364.02441,5.6293187,Latin America & Caribbean,Lower middle income
HND,Honduras,2013,reading,pri,LLECE,1,442.03696,4.2942677,444.12842,4.1285415,439.9632,4.0535073,Latin America & Caribbean,Lower middle income
HND,Honduras,2013,science,pri,LLECE,1,400.92056,4.3060312,402.75342,4.4600005,399.05161,4.2704887,Latin America & Caribbean,Lower middle income
HRV,Croatia,2006,math,sec,PISA,1,489.37192,2.9567101,495.58408,2.8330472,483.16989,3.0054638,Europe & Central Asia,High income
HRV,Croatia,2006,reading,sec,PISA,1,477.36423,2.8056269,452.41772,3.8339894,502.27026,3.2542901,Europe & Central Asia,High income
HRV,Croatia,2006,science,sec,PISA,1,514.08459,2.4279215,513.00751,2.4165313,515.15991,2.3374372,Europe & Central Asia,High income
HRV,Croatia,2009,math,sec,PISA,1,482.61838,3.4897647,487.26004,3.441602,477.38739,3.3317237,Europe & Central Asia,High income
HRV,Croatia,2009,reading,sec,PISA,1,475.7489,2.8706582,451.70056,3.4205036,502.85071,3.6788585,Europe & Central Asia,High income
HRV,Croatia,2009,science,sec,PISA,1,508.16052,2.684155,504.57974,2.6915059,512.19598,2.7846396,Europe & Central Asia,High income
HRV,Croatia,2011,math,pri,TIMSS,1,490.17468,1.9207582,495.36792,2.3770525,484.90048,2.3848443,Europe & Central Asia,High income
HRV,Croatia,2011,reading,pri,PIRLS,1,553.0401,1.8509269,546.21057,2.1592176,560.00256,2.1338689,Europe & Central Asia,High income
HRV,Croatia,2011,science,pri,TIMSS,1,515.99005,2.122354,518.36005,2.4944112,513.58301,2.5325546,Europe & Central Asia,High income
HRV,Croatia,2012,math,sec,PISA,1,492.96207,3.8650334,498.19757,3.9115102,487.51645,3.8423455,Europe & Central Asia,High income
HRV,Croatia,2012,reading,sec,PISA,1,484.56503,3.3063767,460.89941,4.0886941,509.18027,3.3427775,Europe & Central Asia,High income
HRV,Croatia,2012,science,sec,PISA,1,512.48444,2.8515456,511.51566,2.9558234,513.49207,2.9415708,Europe & Central Asia,High income
HRV,Croatia,2015,math,pri,TIMSS,1,502.33524,1.7901676,508.26422,2.4185715,496.12552,2.0000527,Europe & Central Asia,High income
HRV,Croatia,2015,math,sec,PISA,1,486.40854,3.1725647,492.46967,3.1512516,480.79065,3.2824912,Europe & Central Asia,High income
HRV,Croatia,2015,reading,sec,PISA,1,486.86319,2.6768155,473.13669,3.2982631,499.58578,2.972996,Europe & Central Asia,High income
HRV,Croatia,2015,science,pri,TIMSS,1,533.44196,2.1457376,534.41821,2.3844619,532.41943,2.7950509,Europe & Central Asia,High income
HRV,Croatia,2015,science,sec,PISA,1,498.65891,2.4680209,501.27945,2.436085,496.23001,2.3925049,Europe & Central Asia,High income
HTI,Haiti,2012,reading,pri,EGRA,0,301.22186,3.4215374,299.33661,3.6728749,303.33755,3.4414814,Latin America & Caribbean,Low income
HTI,Haiti,2013,reading,pri,EGRA,0,323.32028,4.1369038,311.15591,4.2027831,337.73383,4.3947463,Latin America & Caribbean,Low income
HUN,Hungary,2000,math,sec,PISA,1,508.5874,4.4113407,511.96347,4.1835437,505.50552,4.1177106,Europe & Central Asia,High income
HUN,Hungary,2000,reading,sec,PISA,1,479.96677,3.9537485,464.54343,5.3348236,496.1676,4.3466969,Europe & Central Asia,High income
HUN,Hungary,2000,science,sec,PISA,1,516.57159,3.9489462,516.23706,3.832936,517.6214,3.8738976,Europe & Central Asia,High income
HUN,Hungary,2001,reading,pri,PIRLS,1,543.22644,2.1993306,535.86786,2.4946885,550.26636,2.3928807,Europe & Central Asia,High income
HUN,Hungary,2003,math,pri,TIMSS,1,528.50232,3.130136,530.09711,3.3185492,526.88269,3.7922876,Europe & Central Asia,High income
HUN,Hungary,2003,math,sec,TIMSS,1,529.27454,3.2209089,532.73358,3.5115163,525.87561,3.7078943,Europe & Central Asia,High income
HUN,Hungary,2003,reading,sec,PISA,1,481.86969,2.4689691,467.23502,3.1625276,498.20471,3.0498788,Europe & Central Asia,High income
HUN,Hungary,2003,science,pri,TIMSS,1,529.72748,2.9785728,532.76648,3.2380958,526.64117,3.74933,Europe & Central Asia,High income
HUN,Hungary,2003,science,sec,TIMSS,1,542.76086,2.83656,555.68781,2.997586,530.05878,3.4180312,Europe & Central Asia,High income
HUN,Hungary,2006,math,sec,PISA,1,511.26584,3.3220258,515.76294,3.2608929,506.37988,3.2247012,Europe & Central Asia,High income
HUN,Hungary,2006,reading,pri,PIRLS,1,550.88934,2.9763129,548.23846,2.8959098,553.50806,3.5629694,Europe & Central Asia,High income
HUN,Hungary,2006,reading,sec,PISA,1,482.37451,3.2814002,463.41113,3.6667209,502.97757,3.9469907,Europe & Central Asia,High income
HUN,Hungary,2006,science,sec,PISA,1,523.37415,2.6876748,526.06354,2.6191475,520.45209,2.6027861,Europe & Central Asia,High income
HUN,Hungary,2007,math,pri,TIMSS,1,509.7197,3.5472808,511.44022,3.8282995,508.03995,4.6310902,Europe & Central Asia,High income
HUN,Hungary,2007,math,sec,TIMSS,1,516.8952,3.4738688,517.20197,3.7149544,516.58258,4.0961237,Europe & Central Asia,High income
HUN,Hungary,2007,science,pri,TIMSS,1,536.22589,3.3456516,537.60687,3.6366067,534.87762,4.3913097,Europe & Central Asia,High income
HUN,Hungary,2007,science,sec,TIMSS,1,539.03418,2.9186895,545.211,3.2715456,532.73962,3.4600923,Europe & Central Asia,High income
HUN,Hungary,2009,math,sec,PISA,1,510.55667,3.7601225,516.06317,3.6955912,504.95685,3.4459989,Europe & Central Asia,High income
HUN,Hungary,2009,reading,sec,PISA,1,494.17874,3.1747482,475.4212,3.9367826,513.25427,3.6091218,Europe & Central Asia,High income
HUN,Hungary,2009,science,sec,PISA,1,522.25793,3.0354669,522.30579,2.9958405,522.20917,2.988657,Europe & Central Asia,High income
HUN,Hungary,2011,math,pri,TIMSS,1,515.39551,3.4283843,516.59686,3.9374542,514.15155,3.5965073,Europe & Central Asia,High income
HUN,Hungary,2011,math,sec,TIMSS,1,504.80634,3.4759641,507.55188,3.8628919,501.93729,3.9294982,Europe & Central Asia,High income
HUN,Hungary,2011,reading,pri,PIRLS,1,539.2749,2.9209678,531.55597,3.1569977,547.23657,3.2312255,Europe & Central Asia,High income
HUN,Hungary,2011,science,pri,TIMSS,1,534.3866,3.6749396,536.66284,3.9364111,532.02972,3.9771605,Europe & Central Asia,High income
HUN,Hungary,2011,science,sec,TIMSS,1,522.3938,3.0961964,531.18231,3.6821773,513.20996,3.4893203,Europe & Central Asia,High income
HUN,Hungary,2012,math,sec,PISA,1,498.42661,3.5950482,502.77438,3.6180162,494.3779,3.5222368,Europe & Central Asia,High income
HUN,Hungary,2012,reading,sec,PISA,1,488.46133,3.1570899,467.96365,3.879468,507.54886,3.2744224,Europe & Central Asia,High income
HUN,Hungary,2012,science,sec,PISA,1,515.03534,2.7257607,516.42975,2.8248677,513.73694,2.8613811,Europe & Central Asia,High income
HUN,Hungary,2015,math,pri,TIMSS,1,529.1908,3.2378383,532.02771,3.8049479,526.2818,3.4883478,Europe & Central Asia,High income
HUN,Hungary,2015,math,sec,TIMSS,1,514.41437,3.7897177,519.00024,4.0423346,509.76523,4.276484,Europe & Central Asia,High income
HUN,Hungary,2015,reading,sec,PISA,1,469.52325,2.6590545,457.13773,3.6525936,481.95956,3.0749264,Europe & Central Asia,High income
HUN,Hungary,2015,science,pri,TIMSS,1,541.97821,3.2889295,545.69189,3.7587519,538.17017,3.4897616,Europe & Central Asia,High income
HUN,Hungary,2015,science,sec,TIMSS,1,527.25983,3.5068531,535.47437,3.743345,518.93188,4.0229363,Europe & Central Asia,High income
HUN,Hungary,2016,reading,pri,PIRLS,1,554.16034,2.7633033,547.8299,3.0590527,560.646,3.2517774,Europe & Central Asia,High income
IDN,Indonesia,2000,math,sec,PISA,1,396.48425,4.6126318,398.84805,4.5795264,394.18573,4.8297267,East Asia & Pacific,Lower middle income
IDN,Indonesia,2000,reading,sec,PISA,1,370.61465,3.9864948,360.28876,3.7000356,380.47913,4.6436596,East Asia & Pacific,Lower middle income
IDN,Indonesia,2000,science,sec,PISA,1,427.5965,3.7438521,429.80984,3.7626569,425.52847,3.6751361,East Asia & Pacific,Lower middle income
IDN,Indonesia,2003,math,sec,TIMSS,1,410.70193,4.8443136,410.24997,5.2734036,411.14526,4.876708,East Asia & Pacific,Lower middle income
IDN,Indonesia,2003,reading,sec,PISA,1,381.59036,3.3841579,369.48431,3.3506024,393.52328,3.9216335,East Asia & Pacific,Lower middle income
IDN,Indonesia,2003,science,sec,TIMSS,1,420.22058,4.0553565,426.01508,4.5753193,414.53705,3.9395947,East Asia & Pacific,Lower middle income
IDN,Indonesia,2006,math,sec,PISA,1,418.91431,5.3989911,426.64499,5.5184751,410.77649,5.5379052,East Asia & Pacific,Lower middle income
IDN,Indonesia,2006,reading,pri,PIRLS,1,404.73703,4.0736346,395.06235,4.5649681,414.77814,4.1709652,East Asia & Pacific,Lower middle income
IDN,Indonesia,2006,reading,sec,PISA,1,392.93283,5.922061,384.20264,8.7121038,402.1228,4.1509523,East Asia & Pacific,Lower middle income
IDN,Indonesia,2006,science,sec,PISA,1,427.72733,5.107903,432.70035,5.3151474,422.4924,5.1848345,East Asia & Pacific,Lower middle income
IDN,Indonesia,2007,math,sec,TIMSS,1,397.10995,3.8081486,395.09045,4.4390216,399.04031,4.130743,East Asia & Pacific,Lower middle income
IDN,Indonesia,2007,science,sec,TIMSS,1,426.9895,3.3658068,427.79379,3.6410468,426.22076,3.8209381,East Asia & Pacific,Lower middle income
IDN,Indonesia,2009,math,sec,PISA,1,400.703,4.0304103,400.09836,4.0579877,401.2966,3.9838727,East Asia & Pacific,Lower middle income
IDN,Indonesia,2009,reading,sec,PISA,1,401.7052,3.7352228,383.27231,3.7946804,419.80197,3.8840661,East Asia & Pacific,Lower middle income
IDN,Indonesia,2009,science,sec,PISA,1,418.27826,3.5155313,414.42871,3.6490495,422.05762,3.630548,East Asia & Pacific,Lower middle income
IDN,Indonesia,2011,math,sec,TIMSS,1,385.83777,4.3137784,379.40021,4.5442958,392.35065,4.8805337,East Asia & Pacific,Lower middle income
IDN,Indonesia,2011,reading,pri,PIRLS,1,428.48276,4.2493982,419.45132,4.2958431,437.26547,4.478405,East Asia & Pacific,Lower middle income
IDN,Indonesia,2011,science,sec,TIMSS,1,405.61237,4.4606681,402.08582,4.4629259,409.18024,5.1001635,East Asia & Pacific,Lower middle income
IDN,Indonesia,2012,math,sec,PISA,1,404.22726,4.2395759,406.31686,4.2189617,402.07407,4.1962376,East Asia & Pacific,Lower middle income
IDN,Indonesia,2012,reading,sec,PISA,1,396.12009,4.2066941,382.25409,4.8213425,410.40848,4.253602,East Asia & Pacific,Lower middle income
IDN,Indonesia,2012,science,sec,PISA,1,417.7085,3.4858496,416.40771,3.4567387,419.04886,3.606842,East Asia & Pacific,Lower middle income
IDN,Indonesia,2014,reading,pri,EGRA,1,419.76773,3.504699,407.78043,3.4313481,430.81674,3.4364357,East Asia & Pacific,Lower middle income
IDN,Indonesia,2015,math,pri,TIMSS,1,397.4628,3.6901259,392.69202,3.8257258,402.65271,4.0293479,East Asia & Pacific,Lower middle income
IDN,Indonesia,2015,math,sec,PISA,1,414.38852,3.3471725,413.15909,3.4093883,415.62262,3.5106299,East Asia & Pacific,Lower middle income
IDN,Indonesia,2015,reading,sec,PISA,1,397.25949,2.8658407,385.56415,3.4018862,408.99942,3.2831547,East Asia & Pacific,Lower middle income
IDN,Indonesia,2015,science,pri,TIMSS,1,396.66641,4.7769861,392.86862,5.2416387,400.7793,5.1635947,East Asia & Pacific,Lower middle income
IDN,Indonesia,2015,science,sec,PISA,1,436.05682,2.3747382,434.3063,2.506608,437.81406,2.5021653,East Asia & Pacific,Lower middle income
IND,India,2009,math,sec,PISA,1,380.42667,4.6693091,378.88968,4.7084608,381.74191,4.7429533,South Asia,Lower middle income
IND,India,2009,reading,sec,PISA,1,334.5542,4.9403481,316.72308,5.2028775,349.81299,5.6137199,South Asia,Lower middle income
IND,India,2009,science,sec,PISA,1,386.63535,3.5361295,383.21228,3.5668633,389.56458,3.4232035,South Asia,Lower middle income
IRL,Ireland,2000,math,sec,PISA,1,522.33252,3.0849128,529.01349,3.264004,517.10718,3.0739906,Europe & Central Asia,High income
IRL,Ireland,2000,reading,sec,PISA,1,526.66864,3.2373109,512.83881,4.1818552,541.51831,3.5527272,Europe & Central Asia,High income
IRL,Ireland,2000,science,sec,PISA,1,531.54535,2.9807234,529.25305,3.0323539,534.61688,2.8549757,Europe & Central Asia,High income
IRL,Ireland,2003,math,sec,PISA,1,522.26324,3.0026698,529.05249,3.0652628,515.36804,2.9862955,Europe & Central Asia,High income
IRL,Ireland,2003,reading,sec,PISA,1,515.4801,2.6254272,501.08395,3.2570114,530.10089,3.7132444,Europe & Central Asia,High income
IRL,Ireland,2003,science,sec,PISA,1,524.63763,2.5646417,525.48047,2.5518789,523.78168,2.6508124,Europe & Central Asia,High income
IRL,Ireland,2006,math,sec,PISA,1,521.00128,3.1836407,526.36121,3.2119341,515.76611,3.1819582,Europe & Central Asia,High income
IRL,Ireland,2006,reading,sec,PISA,1,517.31323,3.5361223,500.22733,4.5291562,534.00128,3.7532997,Europe & Central Asia,High income
IRL,Ireland,2006,science,sec,PISA,1,527.18195,3.0107434,527.00781,3.0315015,527.35199,3.0037618,Europe & Central Asia,High income
IRL,Ireland,2009,math,sec,PISA,1,507.75311,3.024107,511.19348,3.0462461,504.22437,3.0757241,Europe & Central Asia,High income
IRL,Ireland,2009,reading,sec,PISA,1,495.6391,2.9719043,476.29645,4.229003,515.47845,3.1454778,Europe & Central Asia,High income
IRL,Ireland,2009,science,sec,PISA,1,526.88336,2.9822862,525.72302,3.0883262,528.07349,3.0552592,Europe & Central Asia,High income
IRL,Ireland,2011,math,pri,TIMSS,1,527.39532,2.6312001,529.09424,3.2803051,525.65991,3.699749,Europe & Central Asia,High income
IRL,Ireland,2011,reading,pri,PIRLS,1,551.60443,2.2594702,544.04297,2.9641707,559.40833,2.936892,Europe & Central Asia,High income
IRL,Ireland,2011,science,pri,TIMSS,1,516.05487,3.3508077,516.315,4.611331,515.78912,4.0141873,Europe & Central Asia,High income
IRL,Ireland,2012,math,sec,PISA,1,521.02502,2.8088839,527.99072,2.8558109,513.8233,2.8410485,Europe & Central Asia,High income
IRL,Ireland,2012,reading,sec,PISA,1,523.17322,2.5503654,509.15253,3.4966509,537.66888,3.0293481,Europe & Central Asia,High income
IRL,Ireland,2012,science,sec,PISA,1,539.02411,2.3318474,540.70264,2.4204841,537.2887,2.3728209,Europe & Central Asia,High income
IRL,Ireland,2015,math,pri,TIMSS,1,547.33673,2.1329687,549.36426,2.7856336,545.0755,2.6889081,Europe & Central Asia,High income
IRL,Ireland,2015,math,sec,TIMSS,1,523.49438,2.6329298,526.117,3.7872181,520.91016,2.4882441,Europe & Central Asia,High income
IRL,Ireland,2015,reading,sec,PISA,1,520.81482,2.4660549,514.99139,3.2012799,526.9491,2.680182,Europe & Central Asia,High income
IRL,Ireland,2015,science,pri,TIMSS,1,528.87592,2.3939774,531.00891,2.833693,526.49695,3.0435617,Europe & Central Asia,High income
IRL,Ireland,2015,science,sec,TIMSS,1,530.09686,2.8388569,529.25928,3.850585,530.92218,2.8267217,Europe & Central Asia,High income
IRL,Ireland,2016,reading,pri,PIRLS,1,566.59637,2.520448,560.69702,3.3340807,572.49792,2.9320984,Europe & Central Asia,High income
IRN,"Iran, Islamic Republic of",2001,reading,pri,PIRLS,1,413.83282,4.1821752,399.04282,5.5929794,426.1264,5.7040529,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2003,math,pri,TIMSS,1,389.05164,4.1525588,385.90961,5.4994636,393.95337,6.5421081,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2003,math,sec,TIMSS,1,411.44672,2.3507152,407.66498,4.151577,417.04852,4.3407178,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2003,science,pri,TIMSS,1,413.92261,4.1042986,406.30161,4.682919,425.81189,6.9772272,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2003,science,sec,TIMSS,1,453.42816,2.3293228,453.10156,3.7104998,453.91193,3.9445987,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2006,reading,pri,PIRLS,1,420.93277,3.0882375,414.3689,3.8056507,428.51529,5.3303146,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2007,math,pri,TIMSS,1,402.42163,4.0536919,395.79239,5.4690495,409.34872,5.2007179,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2007,math,sec,TIMSS,1,403.37949,4.1155825,400.19943,6.0904117,407.18613,5.2947311,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2007,science,pri,TIMSS,1,435.63885,4.2752047,428.6431,5.9981642,442.94894,5.5920377,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2007,science,sec,TIMSS,1,458.92886,3.5941989,453.2955,5.4250631,465.67218,4.6168385,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2011,math,pri,TIMSS,1,430.75388,3.4729638,430.75992,5.4166627,430.74765,5.1586323,Middle East & North Africa,Upper middle income
IRN,"Iran, Islamic Republic of",2011,math,sec,TIMSS,1,414.9606,4.3024492,418.10165,5.8868465,411.30539,5.8970318,Middle East & North Africa,Upper middle income
